lat,lon,nom,image
48.897074521,2.274183751,All̩e Alfred Sisley / Quai Charles Pasqua D1,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Levallois_Perret_2026-06-25_10-45-52\fichier_analyse_Levallois_Perret_000.jpg
48.893825311,2.285624257,All̩e Daniel Gey / Rue Jacques Mazaud,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Levallois_Perret_2026-06-25_10-45-52\fichier_analyse_Levallois_Perret_001.jpg
48.899335744,2.283045733,All̩e Henri Matisse / Avenue Georges Pompidou,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Levallois_Perret_2026-06-25_10-45-52\fichier_analyse_Levallois_Perret_002.jpg
48.892156372,2.297113885,All̩e Louison Bobet / Rue d'Alsace,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Levallois_Perret_2026-06-25_10-45-52\fichier_analyse_Levallois_Perret_003.jpg
48.896315475,2.278174261,All̩e Marcel Cerdan / Rue Danton,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Levallois_Perret_2026-06-25_10-45-52\fichier_analyse_Levallois_Perret_004.jpg
48.895966951,2.277252017,All̩e Marcel Cerdan / Rue Ernest Cognacq,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Levallois_Perret_2026-06-25_10-45-52\fichier_analyse_Levallois_Perret_005.jpg
48.896404995,2.28511106,All̩e Pierre Burelle / Rue Paul Vaillant-Couturier,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Levallois_Perret_2026-06-25_10-45-52\fichier_analyse_Levallois_Perret_006.jpg
48.893737389,2.29504541,All̩e Youri Gagarine / Rue Jean Jaur̬s,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Levallois_Perret_2026-06-25_10-45-52\fichier_analyse_Levallois_Perret_007.jpg
48.896274705,2.274950542,Avenue Andr̩ Malraux / All̩e Alfred Sisley,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Levallois_Perret_2026-06-25_10-45-52\fichier_analyse_Levallois_Perret_008.jpg
48.896827785,2.276429701,Avenue Andr̩ Malraux / Rue Ernest Cognacq,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Levallois_Perret_2026-06-25_10-45-52\fichier_analyse_Levallois_Perret_009.jpg
48.89625205,2.274975846,Avenue Andr̩ Malraux / Rue Greffulhe,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Levallois_Perret_2026-06-25_10-45-52\fichier_analyse_Levallois_Perret_010.jpg
48.897323553,2.282980697,Avenue de l'Europe / Rue Baudin,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Levallois_Perret_2026-06-25_10-45-52\fichier_analyse_Levallois_Perret_011.jpg
48.898085235,2.282369416,Avenue de l'Europe / Rue Cl̩ment Bayard,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Levallois_Perret_2026-06-25_10-45-52\fichier_analyse_Levallois_Perret_012.jpg
48.896224102,2.283947607,Avenue de l'Europe / Rue des Marronniers,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Levallois_Perret_2026-06-25_10-45-52\fichier_analyse_Levallois_Perret_013.jpg
48.896233946,2.283940216,Avenue de l'Europe / Rue Paul Vaillant-Couturier,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Levallois_Perret_2026-06-25_10-45-52\fichier_analyse_Levallois_Perret_014.jpg
48.893359817,2.289201272,Avenue du G̩n̩ral de Gaulle / Rue du Pr̩sident Wilson,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Levallois_Perret_2026-06-25_10-45-52\fichier_analyse_Levallois_Perret_015.jpg
48.893681333,2.290033301,Avenue du G̩n̩ral de Gaulle / Rue Rivay,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Levallois_Perret_2026-06-25_10-45-52\fichier_analyse_Levallois_Perret_016.jpg
48.898400916,2.28049018,Avenue Georges Pompidou / All̩e Auguste Renoir,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Levallois_Perret_2026-06-25_10-45-52\fichier_analyse_Levallois_Perret_017.jpg
48.899293925,2.283082831,Avenue Georges Pompidou / All̩e Henri Matisse,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Levallois_Perret_2026-06-25_10-45-52\fichier_analyse_Levallois_Perret_018.jpg
48.898864149,2.281747497,Avenue Georges Pompidou / Place Georges Pompidou,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Levallois_Perret_2026-06-25_10-45-52\fichier_analyse_Levallois_Perret_019.jpg
48.898041223,2.27962594,Avenue Georges Pompidou / Rue Anatole France D9B,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Levallois_Perret_2026-06-25_10-45-52\fichier_analyse_Levallois_Perret_020.jpg
48.897187292,2.277534111,Avenue Georges Pompidou / Rue Danton,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Levallois_Perret_2026-06-25_10-45-52\fichier_analyse_Levallois_Perret_021.jpg
48.899571269,2.283939446,Avenue Georges Pompidou / Rue du Pr̩sident Wilson,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Levallois_Perret_2026-06-25_10-45-52\fichier_analyse_Levallois_Perret_022.jpg
48.886388444,2.285531343,Boulevard Bineau / Avenue de la Porte de Champerret D908,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Levallois_Perret_2026-06-25_10-45-52\fichier_analyse_Levallois_Perret_023.jpg
