intersection_id_osm,latitude,longitude,nb_passages_pietons
1183542456,48.7916737,2.1256961,0
1183542549,48.7922446,2.1283815,1
1183557064,48.7878465,2.1327056,1
1204778247,48.8069822,2.1242705,0
1204778263,48.806958,2.1243327,0
1204778264,48.8057179,2.1278758,1
1204778374,48.806993,2.123949,0
1204778417,48.8046627,2.1310079,0
1271419303,48.8045609,2.1624372,0
1293852753,48.7948639,2.1300735,1
1300572747,48.8226131,2.1424266,1
1317069502,48.818055,2.1207604,1
1317069547,48.8179861,2.1208473,1
1317069551,48.8166582,2.1245511,1
1317075007,48.8019552,2.1294554,4
1317075010,48.8028425,2.1261934,0
1336807147,48.7983843,2.1516954,2
1343174698,48.7887851,2.1520011,0
1344734643,48.8053673,2.1416657,2
1346228079,48.8016259,2.1045662,0
1346228215,48.8002461,2.1037412,0
1346228232,48.7995576,2.103323,0
1346228272,48.7989543,2.1059289,0
1350382949,48.7888706,2.0871933,0
1350382953,48.7849686,2.1010289,0
1351329360,48.7846008,2.1003573,1
1388348925,48.8017332,2.0872581,0
1400275501,48.8140575,2.1507661,0
1400275504,48.8152418,2.1505033,1
1400275505,48.8153296,2.1506017,0
1400275506,48.8162548,2.1504737,0
1400275507,48.8165001,2.1503358,0
1400275509,48.816921,2.1503044,0
1400747808,48.8150697,2.1496663,0
1404776218,48.8096046,2.1338469,0
1404776224,48.8096908,2.1338987,2
1411683072,48.7982354,2.1503385,0
1411683074,48.7982639,2.1514592,0
1411992239,48.805581,2.1406817,1
1412593660,48.8087625,2.1333408,1
1412602746,48.8079103,2.145824,1
1412602749,48.8083312,2.1461726,0
1412602750,48.8083648,2.1460313,0
1412602752,48.8085195,2.1465035,0
1412602753,48.8085542,2.1463822,1
1414495873,48.818049,2.1210571,1
1414495887,48.8194516,2.1160036,0
1414495912,48.8196393,2.1163315,1
1415100209,48.8054692,2.1390025,0
1415100211,48.8055081,2.1417404,3
1415100215,48.8055104,2.1395852,1
1416613231,48.7994401,2.1592078,0
1424972122,48.8094403,2.1255483,1
1425210112,48.8091629,2.132339,1
1425210113,48.8092447,2.1311933,1
1425210118,48.8094167,2.1289657,1
1425210123,48.8095057,2.1278708,1
1425506339,48.8078701,2.14473,0
1425506346,48.8080644,2.1422881,1
1425506351,48.8081467,2.1451107,1
1425506354,48.80826,2.1399302,1
1425506365,48.8085549,2.139992,1
1425506376,48.8089281,2.1352128,2
1425506377,48.8089398,2.1313379,1
1425506394,48.809097,2.1293633,0
1425506457,48.8095852,2.1267971,1
1426119164,48.8002063,2.1360446,5
1426119176,48.8007355,2.1340603,1
1426119193,48.802339,2.1310603,3
1426119195,48.8024718,2.1293456,0
1426119201,48.8027411,2.1295327,3
1426119203,48.8028473,2.127939,0
1426119209,48.8031315,2.1281073,0
1426186803,48.7994346,2.1406376,1
1426186838,48.8024217,2.1276799,2
1426186858,48.8027527,2.1278891,0
1426862241,48.7932229,2.1569422,1
1426862249,48.7932556,2.1568922,0
1426862261,48.7933009,2.1569787,1
1427882573,48.8011937,2.1336146,0
1427882650,48.8053598,2.1312755,1
1432726159,48.7956118,2.1552354,1
1440293318,48.7921855,2.1184317,0
1440293327,48.792666,2.1185505,0
1445234747,48.8090659,2.1486139,0
1460964555,48.8010289,2.1194826,0
1464961299,48.8057752,2.1292694,0
1473218393,48.8003627,2.1265532,0
1480457372,48.7887514,2.1339842,1
1616497575,48.7890639,2.1523229,0
1770503175,48.8178672,2.1416006,4
1773614948,48.8121848,2.1270939,1
1778378576,48.8125131,2.1241448,1
1798131825,48.803355,2.1565282,2
1801484170,48.8024266,2.1529575,0
1801602835,48.8123414,2.1433515,3
1801616453,48.8181223,2.1207502,1
1801616454,48.8197756,2.1159234,1
1801616459,48.8198862,2.1160664,0
1801635097,48.8174006,2.1233764,0
1828091692,48.8029554,2.1275339,0
1831131538,48.8182426,2.1211184,0
1832557169,48.8131428,2.125151,0
1832557171,48.8133479,2.1257359,0
1832557190,48.8152009,2.1228204,3
1832557192,48.8155147,2.1275602,0
1832557209,48.8171397,2.1203807,1
1837326905,48.801597,2.1606925,1
1837326934,48.8030104,2.1627646,1
1837326953,48.8052037,2.1563175,0
1837718931,48.8086043,2.1466508,1
1837718933,48.8087208,2.1554816,0
1837718934,48.8086833,2.1556564,1
1837718937,48.8086937,2.1556871,1
1837718940,48.8088203,2.1556546,1
1837718942,48.808843,2.1555761,1
1837718945,48.8090622,2.1468864,0
1837718946,48.8090628,2.1480481,1
1837718948,48.8092056,2.1472034,1
1837718949,48.8092726,2.14785,1
1837718956,48.8100851,2.1553527,0
1903816043,48.7843149,2.1058243,0
1989478865,48.8068022,2.1359487,0
2071360633,48.8108731,2.1346198,2
2071426044,48.8140345,2.1282085,2
2071428370,48.8147438,2.1286267,1
2086490666,48.806737,2.1532586,0
2159024298,48.8033536,2.1631071,0
2159024325,48.8042121,2.162051,3
2172088077,48.8023427,2.1594643,3
2184277661,48.8108727,2.1503283,0
2184277662,48.8109114,2.1504889,0
2184277664,48.8109368,2.1507329,2
2184277665,48.8112858,2.1513581,0
2202491437,48.8029944,2.1571811,0
2202491442,48.8032467,2.1565029,1
2202491444,48.8033229,2.1563559,3
2202491447,48.8034703,2.1560652,0
2277747228,48.8046494,2.1269876,3
2277756356,48.8068029,2.1312631,2
2277757868,48.8071079,2.1323495,2
2280121506,48.8016506,2.1386238,0
2288583089,48.8181701,2.120743,1
2300985370,48.7999517,2.1282262,0
2308926903,48.8008838,2.0766108,0
2415333411,48.8165511,2.1247451,0
2415333412,48.8166232,2.1247048,1
2415333413,48.816676,2.1243873,0
2415333415,48.8167883,2.1244919,2
2456592724,48.8061729,2.1283638,0
2472118723,48.8100141,2.155394,0
2472118724,48.8101204,2.1554996,0
2472118730,48.8096724,2.1555673,2
2472122977,48.8093682,2.1541785,2
2472132261,48.8060988,2.1558414,1
2478976998,48.8057121,2.1279932,0
2479095347,48.805731,2.1281008,0
2482409609,48.8056313,2.1232871,0
2482409643,48.8080353,2.1329125,3
2482409682,48.8106716,2.1264264,1
2482409683,48.8107161,2.1259929,1
2483337134,48.8124429,2.1406813,2
2483337142,48.8124779,2.1409119,0
2483337276,48.8128732,2.1358416,1
2483337377,48.8142053,2.1345481,1
2484630366,48.801252,2.1254578,2
2484630417,48.8021142,2.1250416,3
2484630420,48.8021684,2.1254506,0
2484630421,48.8021714,2.124862,0
2497878555,48.7948375,2.1238628,1
2497906078,48.7879873,2.1056889,0
2499555348,48.8023831,2.1050289,0
2546042821,48.8167032,2.1248745,2
2546042825,48.816791,2.1248846,1
2546042827,48.8168351,2.1245252,2
2546042831,48.816886,2.1247358,0
2560494549,48.7975234,2.1311073,1
2603049087,48.8117368,2.1420596,2
2603049089,48.8117274,2.1413788,0
2603049099,48.8121288,2.141451,0
2730989729,48.7933475,2.1431717,0
2730989741,48.7936606,2.1426309,0
2859787923,48.8054055,2.1241411,0
2895377880,48.8027153,2.1312968,0
3138291503,48.7931962,2.1500743,1
3359987557,48.7950918,2.1302236,2
3387716389,48.8101644,2.1341782,0
3387716412,48.8170555,2.1252093,0
3387716430,48.817986,2.1209434,2
3387716436,48.8180753,2.1206165,0
3387801523,48.8189491,2.1386783,1
3387801526,48.8191536,2.1378765,0
3418563963,48.7934426,2.1239092,1
3507304192,48.8223406,2.143644,0
3507321494,48.8224203,2.1440856,0
3507321495,48.8224461,2.1423962,1
3507321497,48.8227172,2.1446048,1
3507321499,48.8227582,2.1441738,0
3507321504,48.8232802,2.1425488,0
3507322937,48.8082575,2.1437162,0
3507325157,48.8224857,2.1462674,2
3507337632,48.7949092,2.159821,0
3507337642,48.8046295,2.1495585,0
3523481003,48.7846856,2.1226511,0
3523481006,48.784788,2.1224763,0
3649448183,48.8020611,2.1371906,0
3649458944,48.802683,2.1345518,1
3649458946,48.8027879,2.1345022,1
3649458948,48.8028458,2.1346335,1
3663154235,48.8018623,2.087143,0
4054974124,48.8055991,2.1395701,1
4066171404,48.7827404,2.1204558,1
4066171405,48.7831945,2.1209682,1
4108954810,48.8029529,2.1096919,0
4267889826,48.8046227,2.1304939,2
4281948192,48.8153263,2.12807,0
4323548037,48.7892787,2.1174791,0
4511675352,48.7924357,2.1181091,1
4558121151,48.8011382,2.119074,0
4558121152,48.8005396,2.1212418,0
4558121153,48.8033184,2.1056053,0
4558121174,48.8010637,2.0797401,0
4596666846,48.7842854,2.1219098,0
4596666847,48.7841927,2.1221085,0
4596666848,48.7832821,2.1207792,1
4596666849,48.7828323,2.1202715,0
4596666850,48.7812915,2.1185574,0
4596666851,48.7812006,2.1187351,0
4760604617,48.8168151,2.1249723,2
4984926890,48.8074365,2.1600957,3
5075547820,48.8093325,2.130067,1
5077583590,48.8053044,2.1415007,2
5077711487,48.8057258,2.1414222,0
5077711488,48.8037888,2.141154,0
5077711490,48.8039057,2.1412385,0
5186203174,48.7982298,2.1500534,0
5186203175,48.8001504,2.1379446,0
5186203176,48.8030471,2.1267936,4
5244199568,48.8004197,2.1286852,0
5273975556,48.8028136,2.1276588,0
5275591246,48.8145089,2.1572456,1
5318255575,48.8190115,2.1497503,0
5318255587,48.8195432,2.146844,0
5318255591,48.8089532,2.1521931,1
5318255600,48.8092473,2.1479841,0
5318255615,48.8089007,2.1465112,1
5318255616,48.8088622,2.1464445,1
5318255618,48.8088753,2.1466721,0
5318255620,48.8089564,2.1467456,0
5318256023,48.8090941,2.1461467,0
5318256027,48.809129,2.1463131,2
5318256028,48.8091678,2.1463197,0
5318256030,48.8117397,2.1405672,0
5318256477,48.8237333,2.1426197,0
5318304033,48.8042622,2.1544053,4
5318304038,48.8044482,2.1545799,0
5318304039,48.804302,2.1543141,0
5318304044,48.8042067,2.1542884,0
5318336635,48.8156745,2.1461124,1
5318551650,48.81652,2.1482094,0
5318619281,48.8088352,2.1521117,0
5318619282,48.8088454,2.1519841,2
5318619289,48.8088494,2.1517586,1
5318619297,48.8092623,2.1536804,0
5318619530,48.8112028,2.1513319,3
5318619531,48.811284,2.1514855,3
5318619534,48.8112062,2.1516533,0
5318619603,48.8098505,2.1485084,0
5318956029,48.8166695,2.1397327,0
5318956032,48.8167534,2.1397487,0
5319893091,48.8126061,2.144734,1
5319893093,48.8126537,2.1444087,0
5320835838,48.8068806,2.1246039,0
5320835949,48.8017085,2.1254046,1
5320835994,48.8043338,2.1268187,0
5321694140,48.8152341,2.128536,3
5321694141,48.8155097,2.1287226,1
5321786295,48.8088702,2.123981,0
5321786427,48.8086838,2.1249868,3
5321786439,48.8078556,2.1244726,0
5322089807,48.7985107,2.144102,0
5322089808,48.7983394,2.1438756,2
5322089809,48.799315,2.140566,0
5343200822,48.7972952,2.1356334,2
5405652577,48.8077847,2.1458899,0
5405652584,48.8080302,2.1447802,0
5405652598,48.8079432,2.1448848,1
5405653564,48.8054975,2.1414387,0
5405951907,48.8048912,2.1304486,0
5405953129,48.8026422,2.1299466,1
5405953158,48.8024711,2.1297758,2
5405953163,48.8039492,2.1307371,1
5405953167,48.8046407,2.1307551,2
5405953566,48.8091074,2.1335494,0
5405953574,48.8090635,2.1335236,3
5471857029,48.8009964,2.1071133,0
5590343040,48.7998477,2.1281457,1
5590343041,48.7998143,2.1282927,1
5598614542,48.7936848,2.1204401,1
5690716228,48.789441,2.1251947,0
5690716229,48.7881509,2.1316878,0
5800078382,48.8006449,2.1288169,1
5800227227,48.7962833,2.1359478,0
5844485397,48.7967808,2.1004383,0
5844485400,48.7971647,2.1019079,0
5844485402,48.7968524,2.1013269,1
5844485404,48.7968161,2.1008766,0
5844485405,48.7968225,2.1009562,0
5844514327,48.7986927,2.1028056,1
5844514329,48.7983956,2.1026379,0
5856597469,48.7894927,2.1176235,0
5881420572,48.8131352,2.1279165,1
5881420574,48.8121541,2.1273307,2
5889934087,48.8156265,2.1276469,0
5999155007,48.8022377,2.1520081,2
6047526652,48.7940303,2.1582729,0
6047526654,48.793838,2.1578698,1
6047526787,48.7908152,2.1487798,1
6047526792,48.7890648,2.1490023,0
6047526794,48.7887459,2.1493138,0
6047526795,48.7886296,2.1494238,0
6114050650,48.7951745,2.121451,0
6114053563,48.7944854,2.1209762,0
6114053591,48.7888075,2.1251866,0
6114053597,48.7887867,2.126362,0
6114053681,48.7897131,2.1177676,0
6114053692,48.7901222,2.1180493,1
6121859106,48.807651,2.1280906,0
6171139964,48.7878508,2.1333393,1
6233693076,48.7969897,2.1306915,0
6233936843,48.7853519,2.123933,0
6234033126,48.804469,2.1537949,0
6258777858,48.8045279,2.129037,2
6270099412,48.7982202,2.1497164,0
6270099430,48.7981234,2.146279,0
6270099432,48.7981023,2.1455155,0
6270322379,48.7998786,2.1389651,0
6270444668,48.7982988,2.1581173,0
6270444669,48.7983527,2.1581338,1
6285656709,48.8048567,2.1271202,5
6308775088,48.7980276,2.1346796,1
6308775094,48.7979405,2.1344449,0
6308791249,48.7982272,2.134968,0
6315557100,48.8090109,2.1462535,0
6321953000,48.7880984,2.1334525,0
6377741157,48.8054271,2.1379159,0
6413710392,48.8050298,2.15142,0
6413710486,48.802282,2.1588082,0
6413771002,48.7960862,2.136214,1
6413771003,48.7960854,2.1363795,1
6413771007,48.7960645,2.136934,0
6434080734,48.8257568,2.1430445,0
6449253091,48.8159377,2.1236948,0
6462442441,48.7996598,2.1281939,2
6462442442,48.7991155,2.1277444,1
6462442452,48.7995829,2.128144,0
6462442453,48.7996926,2.1279415,1
6462442454,48.7996842,2.1280379,0
6462442456,48.7996124,2.1280034,0
6462442462,48.7995091,2.1279375,0
6462442469,48.7993327,2.1278219,1
6462442472,48.7992608,2.1279123,2
6488798187,48.7960348,2.1363391,1
6584149103,48.8098202,2.1339773,0
6598986849,48.7961701,2.133944,0
6610430258,48.8184277,2.1502074,0
6613015240,48.7985394,2.1598576,0
6614916073,48.8100354,2.1555285,0
6614916075,48.8098433,2.1550589,0
6614916076,48.8100043,2.1554495,0
6614916077,48.8103369,2.1553156,1
6617257245,48.8192359,2.1390503,0
6655236263,48.798016,2.161092,0
6689633767,48.7970178,2.1317502,1
6690547592,48.8053487,2.1367429,0
6690547593,48.8058049,2.1391328,0
6690687378,48.8092249,2.1336193,0
6690687384,48.8088695,2.1340534,1
6690690287,48.8088195,2.1365559,0
6690690290,48.8086781,2.1365352,1
6696736123,48.7883498,2.1057191,0
6696736124,48.7884593,2.1058948,0
6696778830,48.7906766,2.1473303,0
6696778832,48.790277,2.1478508,1
6703119600,48.7971519,2.1357937,0
6703491565,48.8103255,2.1497373,0
6703491567,48.8109927,2.1504241,1
6705451392,48.8100916,2.1489443,1
6705451405,48.809393,2.1478084,0
6705451420,48.8103707,2.1496678,0
6705451429,48.81117,2.150563,1
6814138940,48.7961511,2.1378788,0
6853734142,48.7849481,2.1229661,0
6853734143,48.7850564,2.1228185,0
7074508586,48.7984418,2.1514267,1
7074601034,48.7927175,2.1507221,1
7074601042,48.7929157,2.1504527,0
7085686499,48.7865319,2.1056334,1
7085686502,48.7866512,2.1055145,0
7218627265,48.8254084,2.1428671,1
7359749960,48.8021685,2.1286374,0
7607888126,48.8034958,2.1350565,3
7687192121,48.8189032,2.1506775,0
7786870942,48.7887728,2.1257103,0
7786870943,48.7887798,2.1253564,0
7856720319,48.8002473,2.1376047,2
8067957019,48.7976438,2.1352627,0
8199315391,48.8188608,2.1387801,1
8199315393,48.8189842,2.1387036,1
8222573003,48.7993391,2.1404759,0
8248495269,48.7992634,2.1258548,1
8248495270,48.7988471,2.127287,0
8248495292,48.7984265,2.1538832,2
8251022697,48.7970446,2.1359385,1
8251022701,48.7971952,2.1357444,0
8251870556,48.7930472,2.1289256,1
8252293673,48.8215533,2.1404864,0
8289853913,48.807008,2.1242044,2
8309130448,48.8134415,2.1364767,1
8321647019,48.7924668,2.151628,0
8327202314,48.8018797,2.1315301,0
8327202316,48.8016511,2.1315716,1
8371096749,48.8051245,2.1360307,1
8371096752,48.8055596,2.135817,1
8371096754,48.8055727,2.1359156,1
8371096757,48.8053264,2.1358775,1
8371096758,48.805242,2.1358915,1
8375946015,48.7878966,2.1181612,0
8378804413,48.8025685,2.1238268,0
8553599602,48.7988546,2.1580679,0
8553599610,48.7989905,2.1587899,2
8553599611,48.7987793,2.1581717,1
8871331582,48.8032549,2.1057649,0
8928873321,48.8196221,2.1505605,0
8957019110,48.8002675,2.1323307,1
8957019111,48.7999,2.132081,0
9045428525,48.8029404,2.12759,0
9064591796,48.7954138,2.1394554,0
9211779662,48.7943915,2.1506288,0
9211796885,48.7941843,2.1502873,1
9566311497,48.8052583,2.1312149,1
9691746368,48.8087919,2.1370922,0
9691746369,48.8087616,2.1374808,0
9691746384,48.8084389,2.1376801,0
9691746386,48.8085864,2.1377004,0
9691746389,48.808346,2.1388447,0
9691746392,48.8087794,2.1351888,0
9691746393,48.8087913,2.1350311,1
9691746397,48.80865,2.1350079,2
9691746399,48.8085308,2.1365132,0
9691746403,48.8084846,2.1370964,0
9691746404,48.8084577,2.137452,1
9691746405,48.8086044,2.1374708,0
9691746408,48.8084661,2.1410093,0
9691746410,48.8083244,2.1409871,0
9721506953,48.8099906,2.1491422,0
9833787908,48.805234,2.1519782,0
9833787914,48.8077033,2.1460863,1
9833787915,48.8053049,2.1518084,1
9833863128,48.8052317,2.1351789,0
9833863129,48.8050082,2.1320472,0
9833863130,48.8049094,2.1307065,1
9833863131,48.8046779,2.1274193,0
9833863132,48.804698,2.1310125,0
9925473224,48.7940002,2.1606417,0
9944371853,48.7889532,2.1522395,3
9944371858,48.7891417,2.1522899,0
10041453852,48.8072262,2.1324241,0
10041453853,48.8073699,2.1325108,0
10041453854,48.807617,2.13266,1
10041453855,48.8075548,2.1326225,0
10041453856,48.8077213,2.1327229,0
10041453858,48.8130814,2.136029,1
10041453860,48.8124241,2.1355728,0
10041453861,48.8125265,2.1356352,1
10041453862,48.8117039,2.1351269,0
10041453863,48.8112067,2.1348231,0
10041453864,48.8101354,2.134162,0
10041453865,48.8097754,2.1339501,1
10041453866,48.8095957,2.1338414,0
10041632741,48.8039903,2.1549562,0
10041632742,48.80443,2.1539627,0
10041632743,48.8043837,2.1539198,0
10126075486,48.8110702,2.1404456,0
10135057626,48.7908626,2.1488611,1
10180993079,48.794816,2.1381819,0
10211258190,48.8033257,2.1063573,0
10583752587,48.7922104,2.1526731,0
10583752588,48.7920797,2.1526641,0
10633955012,48.8183705,2.1502073,0
10760171187,48.8048772,2.1302592,0
10980121789,48.7985254,2.1578013,2
10994199531,48.8056529,2.1415201,0
10994199534,48.8055428,2.1413596,0
11184274762,48.8057784,2.1259809,0
11184274763,48.8058783,2.1260417,0
11327746340,48.807986,2.1433288,0
11338254100,48.7972155,2.1432156,1
11338254918,48.8093175,2.1477836,0
11339589447,48.8068096,2.1515726,3
11339589452,48.8068029,2.1516863,1
11339589453,48.8070341,2.1516564,0
11371429558,48.7994707,2.137768,0
11371434509,48.7988856,2.1377252,0
11371438787,48.7986188,2.1377057,0
11377109637,48.7942458,2.0719609,2
11485665548,48.8096425,2.1254515,1
11536307413,48.8234822,2.1396298,1
11554089620,48.789297,2.0857041,0
11554089624,48.7892824,2.087235,0
11554089625,48.7893061,2.0878304,0
11554089626,48.7893986,2.0872363,0
11554089627,48.7893829,2.0878294,0
11554089628,48.7894824,2.0872373,0
11554089629,48.7894449,2.0878153,0
11554089630,48.7892308,2.0872344,0
11554089649,48.788977,2.0879101,0
11554089653,48.7892091,2.0872327,0
11554089654,48.7891632,2.0878424,0
11554089721,48.7862197,2.0896965,0
11554089722,48.7857441,2.0899878,0
11608896005,48.8001077,2.1274126,0
11664726724,48.8011203,2.1218034,0
11664726725,48.8012829,2.1212111,0
11664742062,48.8025795,2.1219498,0
11732758830,48.7857992,2.092639,0
11732758832,48.801995,2.1594836,0
11804892396,48.8098987,2.1551297,2
11804892398,48.8095004,2.1545579,0
11804892400,48.8094114,2.1543307,1
11804892403,48.8097727,2.1555575,2
11974391811,48.7995262,2.1284454,0
12177261208,48.8024435,2.0798707,0
12177261209,48.8023478,2.0776818,0
12177261212,48.8038024,2.0775566,0
12310159055,48.8085421,2.1248027,1
12310159056,48.8086,2.1245899,0
12331566657,48.8080588,2.1581371,0
12345528649,48.801123,2.079729,0
12345528651,48.8009922,2.0787313,0
12405205009,48.809632,2.133864,0
12406893285,48.7989113,2.1588265,2
12427109998,48.8016947,2.1316935,0
12478512521,48.8040965,2.1577381,0
12478512523,48.8038608,2.1573493,0
12498204276,48.8038861,2.1551376,0
12498204277,48.8035824,2.1558518,1
12547780471,48.7858778,2.0921188,0
12630031422,48.794531,2.1224428,0
12630031423,48.7944726,2.1226412,1
12761711015,48.8055711,2.1405277,0
12767873192,48.8168471,2.1441193,0
12767873193,48.8167084,2.1444557,0
12769570832,48.7835255,2.1168005,0
12769817837,48.8094673,2.1337646,2
12769912183,48.8096197,2.1338563,0
12769966563,48.8093455,2.1336917,0
12770006237,48.8100865,2.1341339,0
12770262749,48.8118972,2.1352457,2
12770262754,48.8131343,2.1360952,1
12771390846,48.8113826,2.1349288,1
12774026087,48.799187,2.1415703,0
12774127676,48.798588,2.14328,0
12777797193,48.8134827,2.1408495,0
12777814538,48.8140367,2.1407471,1
12777814539,48.8139244,2.1409202,0
12777867165,48.8137952,2.140819,1
12777884118,48.8132845,2.1396776,2
12777952027,48.8193826,2.1392625,0
12782023854,48.8167095,2.1397019,1
12883932676,48.812232,2.1531191,1
12884051353,48.8097316,2.1562994,0
12952537100,48.8125382,2.1408201,1
13013855854,48.7982943,2.1523674,0
13082037284,48.7988093,2.1499747,0
13082053652,48.7995342,2.1402625,0
13082054952,48.7988021,2.1511555,1
13082055988,48.7984543,2.1443014,0
13082059481,48.7939629,2.1607803,0
13082065182,48.7983979,2.1445007,0
13082068550,48.7983995,2.1523354,0
13082080339,48.7939664,2.1607671,0
13082081014,48.7983594,2.1506971,0
13082084971,48.7982383,2.1445879,0
13082086006,48.7983895,2.1518835,0
13082091192,48.7998259,2.1391636,0
13082091193,48.7990447,2.1434841,1
13109044392,48.8048407,2.1297811,0
13143404476,48.8037534,2.1537658,0
13234992934,48.7957834,2.1234105,1
13234992935,48.7956867,2.1234736,1
13234992936,48.7964071,2.1238283,1
13234992937,48.7963673,2.1237005,1
13234992938,48.7962777,2.1237438,1
13234992939,48.7963111,2.123893,1
13234992940,48.7957896,2.1231242,0
13234992941,48.7956587,2.1233267,1
13598593217,48.8141081,2.1351541,0
13598606894,48.8140098,2.1357675,0
13671553406,48.802799,2.1235357,2
13767118477,48.8084449,2.1412695,0
13767118478,48.8084407,2.141312,0
13767118479,48.8082994,2.141296,0
13767118482,48.8083855,2.141969,0
13767118484,48.8082487,2.1419471,0
13767169053,48.8083475,2.1424288,0
13767169055,48.8082113,2.1424025,1
13767169056,48.8082061,2.1424701,0
13767169058,48.8083427,2.1424932,0
13929882412,48.7861592,2.1539411,0
