intersection_id_osm,latitude,longitude,nb_passages_pietons
202588057,48.801023,2.0781588,0
202588058,48.8009241,2.0779549,0
202588062,48.8009514,2.0782356,0
204892731,48.7927197,2.1520587,0
204963478,48.7987072,2.1536747,2
204963534,48.802177,2.1530176,2
204963543,48.802266,2.1528714,0
204963590,48.8023225,2.1529848,0
204963624,48.8024518,2.1528024,0
204963639,48.8023902,2.1527084,1
204963647,48.802306,2.1527282,1
204963719,48.802683,2.1529751,2
204996889,48.8042508,2.1542015,3
204996897,48.8047392,2.1549002,2
205021524,48.8009145,2.1449503,2
205031577,48.7994044,2.1407516,2
205031604,48.7992853,2.1406766,1
205231638,48.8017981,2.149175,4
205231699,48.8044628,2.1463041,1
205231767,48.7983762,2.1514411,0
205231776,48.8046084,2.1463689,1
205231781,48.8046667,2.1462888,1
205231790,48.8046232,2.1461856,1
205231838,48.8046696,2.1476894,2
205231921,48.8051577,2.1521505,2
205244893,48.8043539,2.1456281,0
205244906,48.8044745,2.1461533,0
205244909,48.8037967,2.1459888,1
205244916,48.8043628,2.1464014,2
205244924,48.8044449,2.1459888,3
205250366,48.8013416,2.1471793,4
205250369,48.7986708,2.150134,2
205250381,48.7983509,2.1503216,1
205263964,48.8063926,2.1328037,4
205315407,48.8017336,2.1532418,0
205331294,48.808406,2.139968,2
205331304,48.8062381,2.146841,4
205331311,48.8067314,2.1502381,0
205331315,48.8068232,2.1506802,1
205331334,48.8067696,2.1521984,0
205331342,48.8067081,2.1558566,2
205331345,48.8066054,2.1585189,0
205331350,48.8065524,2.1599555,1
205331357,48.8065426,2.1601101,1
205331359,48.8066054,2.160039,1
205331366,48.8073671,2.1601046,0
205331389,48.8062761,2.1448293,1
205331401,48.8066052,2.1434905,1
205331404,48.8063786,2.1484326,3
205338479,48.805267,2.1564168,1
205338482,48.8055022,2.1564571,2
205338496,48.8057618,2.1559647,0
205338508,48.8067128,2.1556719,2
205338525,48.8065082,2.1599977,1
205338528,48.8063507,2.159699,1
205338644,48.8056888,2.1581442,0
205338660,48.8057878,2.1580233,2
205338663,48.8057243,2.1602004,0
205348974,48.8101372,2.1580998,2
205349882,48.8086183,2.1569263,1
205350413,48.8087654,2.1554287,0
205455855,48.8062942,2.1275202,3
205455868,48.805935,2.1282735,3
205458477,48.8056752,2.1276262,3
205465873,48.8063265,2.1280165,3
205498304,48.8035468,2.1409912,4
205498305,48.8038263,2.1401423,0
205498315,48.8040884,2.1413371,0
205498700,48.8078448,2.1457166,1
205498960,48.8056771,2.1407251,2
205499119,48.8082189,2.1423083,0
205499121,48.806909,2.1430116,1
205512858,48.8105922,2.1272042,4
205512866,48.8105098,2.1280561,4
205512874,48.8104024,2.1291452,4
205512882,48.8102965,2.1302361,4
205512888,48.8101778,2.1314844,4
205512896,48.8100528,2.1327366,4
205512905,48.8109594,2.1331371,4
205512912,48.8111195,2.1317694,4
205512920,48.8112767,2.1303931,4
205512923,48.8114132,2.1293093,4
205512924,48.8118872,2.1320039,4
205512925,48.8117127,2.1334882,4
205535629,48.8013035,2.1336909,0
205557410,48.8087738,2.1579952,1
205563829,48.8099316,2.1577134,2
205567089,48.8101044,2.1553667,0
