lat,lon,nom,image
48.780143003,2.292797295,All̩e Bernadotte / All̩e des Sycomores,C:\Users\thiba\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Sceaux_30-06-2026_11h17-49\fichier_analyse_Sceaux_000.jpg
48.779583936,2.294757152,All̩e Bernadotte / All̩e des Tro̬nes,C:\Users\thiba\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Sceaux_30-06-2026_11h17-49\fichier_analyse_Sceaux_001.jpg
48.77938334,2.291909819,All̩e Bernadotte / Rue de Fontenay D67,C:\Users\thiba\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Sceaux_30-06-2026_11h17-49\fichier_analyse_Sceaux_002.jpg
48.780143208,2.294992994,All̩e Bernadotte / Sentier des Hauts Coudrais,C:\Users\thiba\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Sceaux_30-06-2026_11h17-49\fichier_analyse_Sceaux_003.jpg
48.771274709,2.301046238,All̩e Colbert / All̩e de la Duchesse,C:\Users\thiba\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Sceaux_30-06-2026_11h17-49\fichier_analyse_Sceaux_004.jpg
48.772468761,2.299783792,All̩e Colbert / All̩e de Monthl̩ry,C:\Users\thiba\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Sceaux_30-06-2026_11h17-49\fichier_analyse_Sceaux_005.jpg
48.775905646,2.310151136,All̩e d'Honneur / All̩e de Tr̩vise,C:\Users\thiba\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Sceaux_30-06-2026_11h17-49\fichier_analyse_Sceaux_006.jpg
48.775014186,2.304271088,All̩e d'Honneur / Avenue Claude Perrault D77,C:\Users\thiba\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Sceaux_30-06-2026_11h17-49\fichier_analyse_Sceaux_007.jpg
48.775361977,2.306630662,All̩e d'Honneur / Avenue Diderot,C:\Users\thiba\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Sceaux_30-06-2026_11h17-49\fichier_analyse_Sceaux_008.jpg
48.776464212,2.313944372,All̩e d'Honneur D60 / Avenue du G̩n̩ral Leclerc D920,C:\Users\thiba\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Sceaux_30-06-2026_11h17-49\fichier_analyse_Sceaux_009.jpg
48.775196457,2.305563551,All̩e d'Honneur / Avenue Fontenelle,C:\Users\thiba\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Sceaux_30-06-2026_11h17-49\fichier_analyse_Sceaux_010.jpg
48.775709841,2.308877259,All̩e d'Honneur / Avenue Jean Racine,C:\Users\thiba\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Sceaux_30-06-2026_11h17-49\fichier_analyse_Sceaux_011.jpg
48.775532212,2.307743697,All̩e d'Honneur / Avenue Lulli,C:\Users\thiba\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Sceaux_30-06-2026_11h17-49\fichier_analyse_Sceaux_012.jpg
48.780076891,2.302109652,All̩e de l'Esterel / Rue Michel Voisin,C:\Users\thiba\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Sceaux_30-06-2026_11h17-49\fichier_analyse_Sceaux_013.jpg
48.769393762,2.301508339,All̩e de la Duchesse / All̩e du Bel Orme,C:\Users\thiba\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Sceaux_30-06-2026_11h17-49\fichier_analyse_Sceaux_014.jpg
