lat,lon,nom,image
48.883780061,2.260033053,Avenue de Madrid / Rue Boutard,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Neuilly_sur_Seine_2026-06-25_10-27-44\fichier_analyse_Neuilly_sur_Seine_032.jpg
48.881044244,2.258707433,Avenue de Madrid / Rue du Bois de Boulogne,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Neuilly_sur_Seine_2026-06-25_10-27-44\fichier_analyse_Neuilly_sur_Seine_033.jpg
48.883263156,2.259793847,Avenue de Madrid / Rue du G̩n̩ral Henrion Bertier,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Neuilly_sur_Seine_2026-06-25_10-27-44\fichier_analyse_Neuilly_sur_Seine_034.jpg
48.883242561,2.2598252,Avenue de Madrid / Rue Pierret,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Neuilly_sur_Seine_2026-06-25_10-27-44\fichier_analyse_Neuilly_sur_Seine_035.jpg
48.881479103,2.258981403,Avenue de Madrid / Rue Salignac F̩nelon,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Neuilly_sur_Seine_2026-06-25_10-27-44\fichier_analyse_Neuilly_sur_Seine_036.jpg
48.882955355,2.259647927,Avenue de Madrid / Villa de Madrid,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Neuilly_sur_Seine_2026-06-25_10-27-44\fichier_analyse_Neuilly_sur_Seine_037.jpg
48.883724206,2.260055656,Avenue de Madrid / Villa Houssay,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Neuilly_sur_Seine_2026-06-25_10-27-44\fichier_analyse_Neuilly_sur_Seine_038.jpg
48.889446718,2.267507678,Avenue du Ch̢teau / Boulevard du Ch̢teau,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Neuilly_sur_Seine_2026-06-25_10-27-44\fichier_analyse_Neuilly_sur_Seine_039.jpg
48.881483541,2.258949485,Avenue du Parc Saint-James / Avenue de Madrid,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Neuilly_sur_Seine_2026-06-25_10-27-44\fichier_analyse_Neuilly_sur_Seine_040.jpg
48.88325827,2.274127006,Avenue du Roule / All̩e d'Orl̩ans,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Neuilly_sur_Seine_2026-06-25_10-27-44\fichier_analyse_Neuilly_sur_Seine_041.jpg
48.8831799,2.274578963,Avenue du Roule / Rue du G̩n̩ral Cordonnier,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Neuilly_sur_Seine_2026-06-25_10-27-44\fichier_analyse_Neuilly_sur_Seine_042.jpg
48.882512948,2.27727501,Avenue du Roule / Rue Madeleine Michelis,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Neuilly_sur_Seine_2026-06-25_10-27-44\fichier_analyse_Neuilly_sur_Seine_043.jpg
48.881877286,2.280178994,Avenue du Roule / Rue Parmentier,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Neuilly_sur_Seine_2026-06-25_10-27-44\fichier_analyse_Neuilly_sur_Seine_044.jpg
48.883158384,2.274568653,Avenue du Roule / Villa des Sablons,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Neuilly_sur_Seine_2026-06-25_10-27-44\fichier_analyse_Neuilly_sur_Seine_045.jpg
48.88305395,2.275137921,Avenue du Roule / Villa du Roule,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Neuilly_sur_Seine_2026-06-25_10-27-44\fichier_analyse_Neuilly_sur_Seine_046.jpg
48.889711406,2.263977759,Avenue Perronet / Boulevard de la Saussaye,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Neuilly_sur_Seine_2026-06-25_10-27-44\fichier_analyse_Neuilly_sur_Seine_047.jpg
48.889752909,2.264010347,Avenue Perronet / Rue de la Saussaye,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Neuilly_sur_Seine_2026-06-25_10-27-44\fichier_analyse_Neuilly_sur_Seine_048.jpg
48.884501304,2.277246648,Avenue Philippe le Boucher / Rue Perronet,C:\Users\martinant de preneuf\OneDrive - Fondation EPF\Bureau\DefiAccessMaison\Prototype_Appli_DefisAccess\src\..\dataset\images\Neuilly_sur_Seine_2026-06-25_10-27-44\fichier_analyse_Neuilly_sur_Seine_049.jpg
